tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-139277,2026-03-11,03/14/2026,,Anaheim,Long Beach,14.92,38,PICKED_UP,cjimenez@example.com,EMP-037,RT-009,,Can reflect story serious similar.
FF-139278,2023-07-16,2023-07-20,2023-07-22,Ontario,Corona,22.35,12,DELIVERED,thomas11@example.org,EMP-022,RT-007,,Sit wrong memory water research.
FF-139279,2024-08-29,09/03/2024,,Riverside,Long Beach,99.32,9,PICKED_UP,wilkersonrobert@example.com,EMP-046,RT-001,CTN490109269,
FF-139280,08/12/2025,08/17/2025,,Long Beach,San Bernardino,24.06,26,PENDING,anichols@example.org,EMP-001,RT-025,,
FF-139281,2022-01-11,2022-01-16,01/19/2022,Fontana,Long Beach,30.58,36,DELIVERED,jamesnovak@example.net,EMP-045,RT-021,CTN614807542,Watch bring every own create according political international.
FF-139282,2025-04-25,2025-04-27,,Anaheim,Pomona,206.32,12,PENDING,kstanley@example.com,EMP-033,RT-008,CTN942899723,Court human whose rate high girl.
FF-139283,2022-04-05,04/06/2022,2022-04-05,Long Beach,Los Angeles,49.3,13,DELIVERED,andrewdelgado@example.com,EMP-048,RT-022,,
FF-139284,2021-11-15,11/16/2021,,Anaheim,Long Beach,141.56,7,PENDING,jhardy@example.net,EMP-001,RT-020,,
FF-139285,2024-07-06,2024-07-11,,San Bernardino,Irvine,13.84,28,PICKED_UP,pamelasteele@example.com,EMP-019,RT-029,,
FF-139286,2025-11-19,2025-11-20,11/23/2025,Anaheim,Ontario,16.67,18,DELIVERED,brent17@example.com,EMP-037,RT-012,,Thousand usually dream nice shoulder feel human public.
FF-139287,2022-12-07,12/12/2022,,Corona,Riverside,95.79,46,IN_TRANSIT,sjohnson@example.net,EMP-012,RT-020,CTN139194613,
FF-139288,2023-10-13,2023-10-18,,Pomona,Riverside,16.76,8,IN_TRANSIT,lynndouglas@example.org,EMP-040,RT-011,,Star never relate.
FF-139289,12/23/2025,2025-12-25,,Riverside,San Bernardino,21.49,13,DELIVERED,fcollins@example.org,EMP-022,RT-030,CTN690461672,
FF-139290,2022-11-26,2022-11-28,,Corona,Fontana,151.03,36,OUT_FOR_DELIVERY,jennifer38@example.org,EMP-017,RT-009,,Read indeed often own.
FF-139291,10/08/2024,2024-10-11,,Ontario,Riverside,16.98,18,PENDING,baldwinalejandra@example.org,EMP-016,RT-004,,
FF-139292,2022-12-06,2022-12-10,,San Bernardino,Long Beach,5.34,5,PICKED_UP,alexanderpaige@example.net,EMP-023,RT-002,,Focus total.
FF-139293,2026-03-07,2026-03-10,2026-03-09,Anaheim,Irvine,29.62,35,DELIVERED,michaelhoover@example.net,EMP-043,RT-010,,
FF-139294,2023-07-28,2023-07-29,,Riverside,San Bernardino,12.69,18,PICKED_UP,pearsonsonya@example.com,EMP-014,RT-027,,
FF-139295,2022-11-03,11/08/2022,,Irvine,Long Beach,18.35,25,IN_TRANSIT,ashleyevans@example.com,EMP-027,RT-024,,
FF-139296,06/21/2024,2024-06-22,,Corona,Los Angeles,62.21,22,IN_TRANSIT,jstewart@example.com,EMP-003,RT-022,CTN201388347,
FF-139297,2025-06-28,2025-06-29,,Los Angeles,Ontario,19.69,40,PENDING,reynoldsbethany@example.net,EMP-044,RT-005,,
FF-139298,2022-12-31,01/04/2023,2023-01-05,Corona,Los Angeles,2.84,24,DELIVERED,cobbkathy@example.net,EMP-005,RT-020,,Hold peace building heavy dog almost decade anyone live eat rest.
FF-139299,2024-07-10,2024-07-15,2024-07-16,Anaheim,San Bernardino,5.16,35,DELIVERED,steven11@example.net,EMP-015,RT-002,,Car just environment two determine.
FF-139300,2022-08-23,2022-08-27,,Riverside,Ontario,31.24,37,IN_TRANSIT,shelby73@example.com,EMP-049,RT-009,,
FF-139301,2025-11-09,2025-11-12,,Riverside,Long Beach,84.51,9,PICKED_UP,william51@example.net,EMP-038,RT-015,,
FF-139302,2022-05-08,2022-05-12,2022-05-12,Anaheim,Riverside,52.32,7,DELIVERED,jacob43@example.com,EMP-019,RT-021,,Edge travel available future rest physical.
FF-139303,2024-01-12,01/13/2024,,Riverside,Corona,16.94,48,PICKED_UP,patricialopez@example.com,EMP-025,RT-030,,Character bag room mother country.
FF-139304,06/25/2024,2024-06-28,2024-07-01,Ontario,Long Beach,6.82,1,DELIVERED,joneskelli@example.com,EMP-050,RT-020,CTN878492379,
FF-139305,02/23/2022,2022-02-25,2022-03-02,Irvine,Long Beach,17.21,46,DELIVERED,crystal53@example.com,EMP-018,RT-002,CTN617151221,Minute group compare air allow.
FF-139306,2023-05-10,2023-05-11,,Anaheim,San Bernardino,9.75,16,OUT_FOR_DELIVERY,xlewis@example.com,EMP-028,RT-029,,
FF-139307,10/09/2025,2025-10-13,,San Bernardino,Riverside,30.64,42,CANCELLED,sarastewart@example.net,EMP-001,RT-020,,
FF-139308,2022-01-08,01/13/2022,,Irvine,Anaheim,6.31,48,DELAYED,snixon@example.org,EMP-032,RT-009,CTN226085378,Fly change chance early seem.
FF-139309,2024-05-06,05/09/2024,,Anaheim,Long Beach,58.4,46,OUT_FOR_DELIVERY,nicholassmith@example.org,EMP-045,RT-001,CTN152917008,Form month easy through pattern us that successful answer floor.
FF-139310,2021-09-27,2021-09-28,,Fontana,Irvine,95.46,41,PENDING,hlee@example.net,EMP-034,RT-028,,Century wife decision west process view sit could why.
FF-139311,01/11/2024,2024-01-13,,Irvine,Fontana,17.75,20,IN_TRANSIT,zbaldwin@example.org,EMP-039,RT-021,,Major step wish value team approach system.
FF-139312,2024-07-10,2024-07-12,,Los Angeles,Riverside,114.9,44,IN_TRANSIT,vickismith@example.org,EMP-047,RT-025,,Good finish heart black least remain city understand media smile.
FF-139313,2022-01-15,2022-01-20,2022-01-24,Irvine,Anaheim,65.51,30,DELIVERED,craighunter@example.net,EMP-031,RT-013,,
FF-139314,06/02/2021,2021-06-07,06/08/2021,Pomona,Ontario,41.12,8,DELIVERED,lmiller@example.net,EMP-041,RT-009,,
FF-139315,2026-03-22,2026-03-25,03/30/2026,Pomona,Riverside,28.27,34,DELIVERED,lsummers@example.com,EMP-038,RT-013,CTN605333196,Price back serious yeah old deal those we need.
FF-139316,2021-08-23,08/28/2021,,Long Beach,Pomona,89.07,15,DELAYED,james58@example.com,EMP-044,RT-029,,News tend hot former woman loss window than many fill.
FF-139317,2023-08-12,2023-08-15,,Los Angeles,Riverside,16.94,30,DELAYED,aespinoza@example.org,EMP-030,RT-021,,
FF-139318,2023-04-18,04/21/2023,,Corona,Long Beach,22.22,4,PENDING,fosterjohn@example.com,EMP-032,RT-003,CTN431028324,Wall let middle exactly of certainly professional maybe minute event.
FF-139319,2022-04-22,2022-04-27,,Irvine,Riverside,28.45,37,DELAYED,sherrisullivan@example.com,EMP-045,RT-018,CTN963746526,Prove military thus population TV decision I though office.
FF-139320,01/10/2026,01/15/2026,,Irvine,Riverside,10.79,13,CANCELLED,eatontonya@example.net,EMP-006,RT-016,,Investment two very boy feel.
FF-139321,2025-01-23,01/27/2025,01/31/2025,Corona,Ontario,4.08,48,DELIVERED,davidgriffin@example.org,EMP-014,RT-008,,
FF-139322,05/25/2022,2022-05-26,,Long Beach,Ontario,102.6,23,PENDING,haydenjerry@example.org,EMP-050,RT-009,CTN975492080,
FF-139323,08/04/2022,2022-08-09,2022-08-13,Long Beach,Riverside,14.84,33,DELIVERED,hbowman@example.org,EMP-038,RT-017,,
FF-139324,07/02/2024,2024-07-03,,Fontana,Long Beach,27.62,48,PICKED_UP,stewartkelli@example.org,EMP-009,RT-024,CTN705538191,Same herself difference nature fast feel human since.
FF-139325,2025-07-24,2025-07-26,,Los Angeles,Pomona,79.92,7,PICKED_UP,alexandracrosby@example.com,EMP-004,RT-018,,
FF-139326,08/08/2024,2024-08-13,,Irvine,Pomona,17.16,44,PENDING,josephzhang@example.net,EMP-033,RT-030,,Image base popular receive eight.
FF-139327,09/09/2023,2023-09-12,09/15/2023,Anaheim,Riverside,47.81,46,DELIVERED,michaelcollins@example.com,EMP-029,RT-029,,
FF-139328,2021-09-05,2021-09-09,,Corona,Fontana,153.48,50,PICKED_UP,sbell@example.org,EMP-009,RT-019,,
FF-139329,2024-08-31,09/03/2024,2024-09-07,Corona,Riverside,301.1,45,DELIVERED,tiffany32@example.com,EMP-015,RT-019,CTN951355798,
FF-139330,2025-08-31,2025-09-01,09/02/2025,Ontario,Los Angeles,25.4,39,DELIVERED,barbaracole@example.net,EMP-006,RT-010,,Play him moment yes area.
FF-139331,2026-05-12,05/13/2026,,Los Angeles,San Bernardino,6.36,13,PICKED_UP,tmills@example.net,EMP-014,RT-025,,
FF-139332,08/21/2022,08/26/2022,08/29/2022,Anaheim,Corona,98.99,21,DELIVERED,kristinehoward@example.net,EMP-019,RT-026,,With task necessary treatment other per note system hear moment production traditional.
FF-139333,2022-12-12,12/16/2022,12/20/2022,Long Beach,Irvine,71.01,23,DELIVERED,nelsonjose@example.org,EMP-032,RT-004,CTN549896654,Provide build lead everyone.
FF-139334,2024-01-30,2024-02-03,,Fontana,Riverside,34.23,6,OUT_FOR_DELIVERY,alicia85@example.com,EMP-023,RT-004,,Certain stay happen.
FF-139335,10/31/2024,11/05/2024,,Fontana,San Bernardino,27.93,29,DELAYED,daniel52@example.com,EMP-012,RT-008,,Everybody half although put management too increase idea organization suddenly blue defense yard maybe.
FF-139336,09/02/2022,2022-09-04,2022-09-09,Corona,Ontario,38.8,10,DELIVERED,gregoryfaulkner@example.net,EMP-004,RT-017,,Young better should hair among me us.
FF-139337,2026-03-04,2026-03-07,,Fontana,Irvine,102.85,13,PICKED_UP,heathteresa@example.net,EMP-017,RT-024,,
FF-139338,04/30/2025,2025-05-03,,Fontana,Riverside,49.99,20,PICKED_UP,irussell@example.com,EMP-015,RT-018,,
FF-139339,2025-07-11,2025-07-12,,Pomona,Los Angeles,27.48,47,PENDING,sanchezkristine@example.org,EMP-034,RT-013,,Thus least brother commercial involve.
FF-139340,2023-11-11,2023-11-16,,Irvine,Long Beach,30.24,5,OUT_FOR_DELIVERY,flyons@example.com,EMP-031,RT-007,,Community probably condition yes beat so operation increase budget alone manage race rock.
FF-139341,02/08/2023,02/09/2023,2023-02-11,Long Beach,Fontana,98.58,37,DELIVERED,michelle59@example.com,EMP-002,RT-005,,
FF-139342,12/24/2021,12/29/2021,,Los Angeles,San Bernardino,154.63,3,IN_TRANSIT,ogarcia@example.com,EMP-018,RT-006,,Whom way staff happy.
FF-139343,2023-05-06,2023-05-08,,San Bernardino,Long Beach,51.55,19,DELAYED,adkinsjoseph@example.org,EMP-050,RT-006,,
FF-139344,2024-10-18,2024-10-22,,San Bernardino,Corona,137.86,11,IN_TRANSIT,brownkayla@example.com,EMP-041,RT-021,CTN939661605,Certain protect charge discover will young science.
FF-139345,2022-03-31,2022-04-04,04/08/2022,San Bernardino,Corona,18.98,41,DELIVERED,rmurray@example.org,EMP-040,RT-004,,To hotel onto.
FF-139346,2024-10-01,2024-10-06,,Corona,Long Beach,71.97,35,PENDING,thomasgould@example.com,EMP-017,RT-003,,
FF-139347,08/19/2022,2022-08-21,,Long Beach,Irvine,19.22,7,DELAYED,brendatate@example.com,EMP-044,RT-006,,Box still lay language effect reduce gas air floor.
FF-139348,12/10/2024,2024-12-13,,Irvine,Ontario,9.5,12,IN_TRANSIT,lmartin@example.com,EMP-042,RT-012,,Training trade learn city from billion party significant make.
FF-139349,02/04/2025,2025-02-08,,Long Beach,Anaheim,76.73,50,IN_TRANSIT,jeremydawson@example.com,EMP-023,RT-027,CTN342136664,
FF-139350,04/19/2022,2022-04-22,2022-04-23,Ontario,Irvine,184.86,19,DELIVERED,matthewacevedo@example.com,EMP-045,RT-012,,
FF-139351,2025-07-23,2025-07-25,2025-07-28,Ontario,Irvine,124.82,19,DELIVERED,hicksnorma@example.net,EMP-030,RT-004,,
FF-139352,2024-01-13,01/14/2024,01/14/2024,Ontario,Los Angeles,46.13,6,DELIVERED,breannahensley@example.org,EMP-010,RT-021,,Quickly store discuss civil.
FF-139353,08/08/2023,2023-08-12,,Fontana,Long Beach,16.3,14,IN_TRANSIT,xclark@example.net,EMP-048,RT-021,,Population movement avoid analysis organization stuff.
FF-139354,2021-05-26,05/29/2021,,Corona,Riverside,20.19,44,DELAYED,djones@example.org,EMP-002,RT-017,,Test realize claim organization candidate catch set owner whole detail night.
FF-139355,2026-02-19,2026-02-23,,Fontana,San Bernardino,303.25,40,DELIVERED,vanessawilson@example.net,EMP-016,RT-007,,Who mother begin late strategy.
FF-139356,2022-09-20,09/22/2022,2022-09-21,Corona,Anaheim,35.78,48,DELIVERED,charleswood@example.com,EMP-026,RT-010,,
FF-139357,2022-10-03,10/04/2022,,Riverside,Irvine,33.43,2,PICKED_UP,wbarnes@example.net,EMP-012,RT-017,,
FF-139358,02/16/2025,2025-02-17,,Los Angeles,Irvine,172.69,24,PICKED_UP,leslie89@example.org,EMP-048,RT-002,,Size media record.
FF-139359,2023-10-21,10/26/2023,2023-10-31,Ontario,Los Angeles,92.6,38,DELIVERED,isaac12@example.org,EMP-018,RT-008,,
FF-139360,08/05/2023,2023-08-07,,San Bernardino,Irvine,33.7,30,PICKED_UP,amy42@example.org,EMP-012,RT-023,,Director into raise health recent task traditional fund student something player down bit.
FF-139361,2025-06-09,2025-06-12,,Ontario,Riverside,39.22,36,OUT_FOR_DELIVERY,michaelhernandez@example.org,EMP-002,RT-001,,
FF-139362,2021-09-14,09/15/2021,,Anaheim,Irvine,25.66,10,OUT_FOR_DELIVERY,hughestara@example.net,EMP-045,RT-011,,
FF-139363,05/05/2022,2022-05-06,,Ontario,Corona,60.15,35,OUT_FOR_DELIVERY,howardnatalie@example.org,EMP-050,RT-004,,With everything stage watch marriage his task consumer act.
FF-139364,2024-10-29,2024-11-03,,Pomona,Riverside,78.21,40,OUT_FOR_DELIVERY,crystaljohnson@example.com,EMP-046,RT-029,,
FF-139365,03/08/2026,2026-03-13,,San Bernardino,Pomona,18.29,23,DELAYED,msantiago@example.org,EMP-027,RT-023,,Future tax box feeling suggest way.
FF-139366,2022-06-09,2022-06-10,,Ontario,Long Beach,24.03,12,PICKED_UP,nicole04@example.com,EMP-028,RT-005,CTN503234904,Field present traditional beyond expert up listen.
FF-139367,04/30/2025,2025-05-03,2025-05-03,Anaheim,Corona,8.32,10,DELIVERED,stevensmith@example.net,EMP-033,RT-003,,Poor lead move return of will president fire toward real.
FF-139368,2025-09-28,10/01/2025,,Anaheim,Long Beach,10.21,31,PICKED_UP,gloverdavid@example.com,EMP-029,RT-017,,Character response great point move newspaper group page address reason.
FF-139369,03/27/2024,03/30/2024,03/29/2024,Long Beach,Los Angeles,34.42,22,DELIVERED,hpalmer@example.org,EMP-015,RT-024,,Listen become town Mrs.
FF-139370,11/01/2022,11/04/2022,2022-11-02,San Bernardino,Anaheim,10.17,46,DELIVERED,montgomeryalison@example.org,EMP-025,RT-014,,
FF-139371,2023-01-09,2023-01-11,,Ontario,Anaheim,60.17,39,IN_TRANSIT,frankcarter@example.org,EMP-041,RT-006,CTN988239590,Window yes need contain.
FF-139372,2026-01-26,2026-01-31,,Ontario,Pomona,500.0,35,DELAYED,philipjohnson@example.net,EMP-038,RT-028,CTN664534490,
FF-139373,2021-11-27,12/02/2021,,Ontario,Los Angeles,73.67,9,IN_TRANSIT,moralesrobert@example.com,EMP-026,RT-017,,
FF-139374,2023-08-13,2023-08-15,,Anaheim,San Bernardino,22.71,30,PENDING,cynthia47@example.net,EMP-019,RT-015,CTN258589587,
FF-139375,2023-08-12,2023-08-13,,Pomona,Los Angeles,35.15,11,OUT_FOR_DELIVERY,alexanderrobinson@example.org,EMP-020,RT-006,,
FF-139376,2023-11-04,2023-11-09,,Anaheim,Irvine,26.08,4,OUT_FOR_DELIVERY,proctorsteven@example.org,EMP-007,RT-003,CTN830648069,
FF-139377,05/03/2023,2023-05-05,,Corona,Long Beach,133.76,30,IN_TRANSIT,michaelpatrick@example.net,EMP-025,RT-008,CTN459744945,Watch interesting defense marriage wear fish morning capital talk image protect.
FF-139378,2025-02-22,2025-02-27,2025-02-28,Riverside,Fontana,43.01,39,DELIVERED,derek52@example.com,EMP-002,RT-013,,Church child according if its rate.
FF-139379,01/31/2025,2025-02-05,02/10/2025,Anaheim,Los Angeles,32.66,47,DELIVERED,garyrodriguez@example.net,EMP-044,RT-028,,
FF-139380,05/29/2022,2022-05-31,,Pomona,Anaheim,18.77,28,IN_TRANSIT,scottbrown@example.com,EMP-044,RT-011,,Offer knowledge statement under heavy against Democrat social.
FF-139381,2022-10-18,10/19/2022,,Fontana,Anaheim,15.52,16,PENDING,robyn27@example.org,EMP-031,RT-015,,Small without require.
FF-139382,2024-03-31,2024-04-05,2024-04-04,Pomona,San Bernardino,24.29,12,DELIVERED,andrew60@example.org,EMP-002,RT-020,,
FF-139383,08/30/2025,2025-09-01,,San Bernardino,Ontario,14.41,35,IN_TRANSIT,kimberlygordon@example.net,EMP-016,RT-024,,Magazine morning local six indicate individual yourself quickly draw.
FF-139384,2022-02-08,2022-02-10,,San Bernardino,Corona,13.6,11,PENDING,bhernandez@example.org,EMP-022,RT-020,,Such arm society thank.
FF-139385,2023-06-11,2023-06-16,,Irvine,Corona,58.5,9,IN_TRANSIT,tylerhernandez@example.net,EMP-028,RT-005,,
FF-139386,2023-07-23,07/27/2023,,Fontana,Los Angeles,132.68,37,IN_TRANSIT,sarahkelly@example.org,EMP-020,RT-014,,
FF-139387,2025-01-11,01/15/2025,,Corona,Fontana,27.38,20,OUT_FOR_DELIVERY,slang@example.org,EMP-020,RT-007,,Which particular environmental very.
FF-139388,2023-01-19,2023-01-21,,Long Beach,Pomona,9.81,2,IN_TRANSIT,jonathanwilson@example.net,EMP-037,RT-012,CTN150408658,
FF-139389,2022-06-27,2022-07-02,,Irvine,Riverside,136.25,48,OUT_FOR_DELIVERY,mark52@example.net,EMP-024,RT-030,,Summer turn fish son operation than accept difference choose will PM activity teacher.
FF-139390,01/18/2026,2026-01-22,,Riverside,Fontana,63.58,30,IN_TRANSIT,medinadeborah@example.com,EMP-049,RT-022,,Accept nature us keep while make task throw cost field.
FF-139391,2025-10-09,2025-10-14,10/18/2025,Ontario,San Bernardino,23.12,10,DELIVERED,zsnow@example.org,EMP-043,RT-017,,
FF-139392,2022-11-21,2022-11-24,,Anaheim,Pomona,34.48,34,IN_TRANSIT,ylee@example.net,EMP-026,RT-007,,
FF-139393,08/29/2025,2025-09-02,,Anaheim,Corona,7.85,46,PICKED_UP,mnelson@example.net,EMP-008,RT-015,,Change up usually adult back air stand item forget change wall.
FF-139394,2024-10-23,2024-10-24,,Corona,Pomona,23.36,28,PENDING,zjohnson@example.com,EMP-018,RT-025,,Represent color opportunity will you when respond high.
FF-139395,03/26/2026,2026-03-30,,Fontana,Riverside,64.26,49,PENDING,hectorlong@example.org,EMP-033,RT-004,CTN264358198,Audience probably kitchen face drop plan.
FF-139396,2022-03-05,2022-03-09,,Los Angeles,San Bernardino,28.88,34,OUT_FOR_DELIVERY,greg56@example.net,EMP-045,RT-009,CTN220805730,
FF-139397,2022-01-01,2022-01-06,2022-01-06,Riverside,Corona,80.46,33,DELIVERED,kaylarodriguez@example.net,EMP-042,RT-010,CTN853810940,
FF-139398,2022-06-23,2022-06-28,,Pomona,Ontario,37.05,29,IN_TRANSIT,robinbarron@example.net,EMP-017,RT-010,,
FF-139399,03/06/2022,03/10/2022,,Fontana,Los Angeles,63.67,49,IN_TRANSIT,castrokenneth@example.com,EMP-043,RT-012,CTN476821132,
FF-139400,2025-07-11,07/14/2025,2025-07-14,San Bernardino,Pomona,20.39,50,DELIVERED,ashepherd@example.net,EMP-001,RT-030,,
FF-139401,2024-03-10,2024-03-14,2024-03-13,Anaheim,Fontana,16.56,7,DELIVERED,eileenevans@example.org,EMP-021,RT-025,,Standard may any.
FF-139402,2021-10-18,10/20/2021,,Riverside,Fontana,29.12,18,DELAYED,dariusrobertson@example.com,EMP-025,RT-005,CTN715112282,
FF-139403,11/28/2024,2024-11-29,2024-12-01,Irvine,Pomona,38.78,4,DELIVERED,nhoffman@example.com,EMP-017,RT-028,,
FF-139404,08/15/2023,2023-08-17,,Ontario,Corona,14.21,12,IN_TRANSIT,melissa17@example.net,EMP-022,RT-022,CTN912057498,Vote actually exist knowledge trial remain look Congress floor note model skin fast.
FF-139405,2025-11-17,2025-11-22,,Fontana,Long Beach,46.01,29,IN_TRANSIT,courtneymiller@example.com,EMP-033,RT-020,,
FF-139406,2023-08-31,2023-09-04,2023-09-08,Ontario,Long Beach,71.62,9,DELIVERED,matthew15@example.com,EMP-038,RT-002,CTN323563933,Visit national good key artist article how do discuss along police yourself attack get.
FF-139407,2026-01-17,2026-01-20,,Riverside,Anaheim,11.32,31,IN_TRANSIT,gabriela32@example.org,EMP-049,RT-027,,
FF-139408,2023-09-20,2023-09-24,,Anaheim,Riverside,46.98,23,IN_TRANSIT,rileykevin@example.net,EMP-003,RT-006,CTN200996598,
FF-139409,2022-03-03,2022-03-05,2022-03-07,Fontana,Pomona,38.51,11,DELIVERED,gonzalesrobin@example.com,EMP-011,RT-017,CTN431249421,Sea quite memory into rise affect stock friend.
FF-139410,02/02/2025,2025-02-07,,Riverside,Long Beach,52.78,27,IN_TRANSIT,timothypowell@example.net,EMP-020,RT-027,,Head should oil trouble owner watch.
FF-139411,2022-07-31,08/02/2022,2022-08-07,Irvine,Riverside,24.73,11,DELIVERED,itorres@example.net,EMP-050,RT-019,,Build star present lay hand book compare forget leave treat prove budget.
FF-139412,2024-03-11,2024-03-16,,Riverside,Fontana,27.26,27,PICKED_UP,lutzjames@example.net,EMP-004,RT-011,,Part less body strategy return writer.
FF-139413,2025-11-24,2025-11-25,2025-11-28,Riverside,Irvine,29.22,48,DELIVERED,shawn79@example.org,EMP-013,RT-007,,Person approach top arm admit kind follow student.
FF-139414,2022-02-05,2022-02-10,,San Bernardino,Ontario,26.58,17,IN_TRANSIT,ywagner@example.com,EMP-021,RT-015,,
FF-139415,06/19/2024,06/22/2024,,Riverside,Los Angeles,23.87,13,DELAYED,thomas11@example.org,EMP-017,RT-015,,Poor he.
FF-139416,2023-02-09,2023-02-10,2023-02-14,Fontana,Pomona,33.97,28,DELIVERED,xtaylor@example.net,EMP-045,RT-004,CTN498548708,Power remember early space thing west finally want anyone skill.
FF-139417,05/12/2022,2022-05-17,,Corona,Irvine,30.46,26,DELIVERED,arthurjohnson@example.org,EMP-039,RT-025,,
FF-139418,2026-01-05,2026-01-09,,Ontario,Fontana,25.15,33,PICKED_UP,pamela12@example.net,EMP-025,RT-015,CTN371177606,
FF-139419,2024-07-03,07/04/2024,,Anaheim,Riverside,31.14,41,PICKED_UP,iwilson@example.org,EMP-008,RT-006,,Whatever north staff material care.
FF-139420,2024-01-20,01/23/2024,2024-01-21,San Bernardino,Fontana,23.74,29,DELIVERED,kennethodom@example.com,EMP-026,RT-024,,
FF-139421,04/16/2023,2023-04-17,04/18/2023,Fontana,Pomona,148.67,22,DELIVERED,michaelhall@example.org,EMP-040,RT-001,,
FF-139422,2021-08-12,2021-08-15,,Corona,Irvine,27.45,1,IN_TRANSIT,richard17@example.org,EMP-024,RT-002,,Mind measure sound cold plant your value must hotel talk still half painting protect standard.
FF-139423,2025-07-08,2025-07-13,,Long Beach,Corona,56.06,31,OUT_FOR_DELIVERY,okrause@example.net,EMP-049,RT-016,,
FF-139424,06/20/2023,06/24/2023,2023-06-28,Fontana,Riverside,26.6,2,DELIVERED,bmonroe@example.net,EMP-036,RT-021,CTN136367135,
FF-139425,2024-11-21,2024-11-26,,Ontario,Corona,16.44,19,CANCELLED,smithtracy@example.com,EMP-020,RT-027,,Second visit white north into none mother leader wear.
FF-139426,2025-09-03,09/06/2025,09/08/2025,San Bernardino,Fontana,155.41,6,DELIVERED,jeffrey39@example.org,EMP-003,RT-024,,
FF-139427,2024-09-12,2024-09-14,,Ontario,Irvine,14.04,23,PENDING,mario22@example.org,EMP-031,RT-002,CTN159715169,Knowledge risk real student special money.
FF-139428,2024-11-22,11/27/2024,2024-12-02,San Bernardino,Los Angeles,21.67,15,DELIVERED,smithmichael@example.org,EMP-031,RT-003,,Ball sound also be little second.
FF-139429,2023-07-20,2023-07-25,,Irvine,Ontario,13.83,23,PENDING,antonio48@example.com,EMP-039,RT-008,,
FF-139430,2023-04-22,2023-04-27,,Corona,Pomona,26.89,45,OUT_FOR_DELIVERY,garciajonathan@example.net,EMP-009,RT-006,CTN271280410,
FF-139431,2025-01-27,2025-01-28,,San Bernardino,Long Beach,34.09,39,DELIVERED,rogersraymond@example.net,EMP-017,RT-002,,
FF-139432,2025-09-15,2025-09-17,,Irvine,Ontario,86.19,4,IN_TRANSIT,iyoder@example.org,EMP-030,RT-025,,
FF-139433,2021-09-15,09/17/2021,2021-09-08,Irvine,Riverside,19.22,39,DELIVERED,brenda23@example.net,EMP-048,RT-006,,Why system large entire thousand.
FF-139434,2024-03-05,03/08/2024,,Irvine,San Bernardino,56.54,3,DELAYED,dustinboyd@example.com,EMP-014,RT-014,,
FF-139435,05/12/2023,2023-05-15,,Corona,Irvine,4.08,25,IN_TRANSIT,kellyandrea@example.com,EMP-006,RT-025,,
FF-139436,08/04/2025,2025-08-08,08/06/2025,Long Beach,Ontario,53.41,49,DELIVERED,clewis@example.net,EMP-008,RT-012,,
FF-139437,12/10/2024,2024-12-13,,Los Angeles,Ontario,30.78,37,PENDING,umoore@example.com,EMP-046,RT-016,CTN273173172,
FF-139438,2022-03-27,03/31/2022,2022-04-03,Long Beach,San Bernardino,215.27,9,DELIVERED,daniellewalker@example.org,EMP-006,RT-001,,Produce arrive letter health city himself be including dog thus many.
FF-139439,2025-06-22,2025-06-26,,Long Beach,Anaheim,32.92,47,IN_TRANSIT,fbrooks@example.com,EMP-034,RT-017,,Support throughout federal oil ready determine always computer better center.
FF-139440,2024-11-29,2024-11-30,2024-12-01,Los Angeles,Irvine,28.9,22,DELIVERED,crosbytracy@example.com,EMP-002,RT-019,CTN769277955,Director tax discover.
FF-139441,2021-11-23,11/25/2021,2021-11-26,San Bernardino,Anaheim,18.39,5,DELIVERED,jill51@example.org,EMP-021,RT-014,,
FF-139442,2025-12-20,12/21/2025,,Anaheim,Riverside,32.82,36,PICKED_UP,vrasmussen@example.com,EMP-049,RT-020,,
FF-139443,2023-08-22,2023-08-24,,Los Angeles,Irvine,89.61,21,CANCELLED,pattersoncrystal@example.com,EMP-004,RT-019,,
FF-139444,2025-12-27,12/30/2025,2026-01-04,Fontana,Pomona,11.99,30,DELIVERED,garciajerry@example.org,EMP-035,RT-027,,
FF-139445,2026-03-08,03/12/2026,,Long Beach,Los Angeles,38.06,47,DELAYED,burnsjohn@example.com,EMP-011,RT-023,CTN116423533,Heavy last friend history nor security fire reveal care two begin live person.
FF-139446,2021-08-09,2021-08-11,,Corona,Riverside,29.55,40,PENDING,lscott@example.net,EMP-020,RT-019,CTN188186992,
FF-139447,2023-08-21,2023-08-25,,Pomona,Long Beach,72.66,35,OUT_FOR_DELIVERY,jenniferkelley@example.com,EMP-024,RT-005,,
FF-139448,2022-07-26,2022-07-27,,Riverside,Pomona,55.3,12,IN_TRANSIT,lori63@example.com,EMP-018,RT-003,,
FF-139449,06/25/2023,2023-06-28,2023-07-02,Fontana,Pomona,19.01,3,DELIVERED,craigrodgers@example.org,EMP-035,RT-004,CTN874860152,
FF-139450,2025-09-19,2025-09-24,,San Bernardino,Los Angeles,30.29,17,OUT_FOR_DELIVERY,john52@example.net,EMP-001,RT-028,,
FF-139451,02/01/2024,2024-02-05,,Ontario,Irvine,214.13,3,IN_TRANSIT,johngutierrez@example.com,EMP-048,RT-010,,Factor until.
